name,general,specify,enrollment,language,rating,level,duration,instructor,instructor_rate,offered by
Math for AI beginner part 1 Linear Algebra,Math and Logic,Math and Logic,5134,English,4.6,Beginner,7,Yoon Yong Jin,4.3,Korea Advanced Institute of Science and Technology(KAIST)
Math for MBA and GMAT Prep,Business,Business Essentials,10168,English,4.1,Beginner,12,Thomas Smith,4.8,Emory University
Mathematical Foundations for Cryptography,Computer Science,Computer Security and Networks,17365,English,4.6,Beginner,14,"William Bahn, Sang-Yoon Chang, Richard White",4.5,University of Colorado System
Introduction to Mathematical Thinking,Math and Logic,Math and Logic,464946,English,4.8,Intermediate,38,Dr. Keith Devlin,4.8,Stanford University
Mathematics for Engineers: The Capstone Course,Math and Logic,Math and Logic,2612,English,4.9,Intermediate,9,Jeffrey R. Chasnov,5.0,The Hong Kong University of Science and Technology
Mathematics for Computer Science,Math and Logic,Math and Logic,32414,English,4.1,Beginner,37,"Dr Matthew Yee-King, University of London, Omar Karakchi",4.6,"Goldsmiths, University of London"
Math behind Moneyball,Data Science,Data Analysis,16244,English,4.5,Beginner,65,Professor Wayne Winston,4.3,University of Houston
Introduction to Programming with MATLAB,Computer Science,Software Development,477600,English,4.8,Beginner,35,"Mike Fitzpatrick, Akos Ledeczi",4.8,Vanderbilt University
Data Science Project: MATLAB for the Real World,Data Science,Data Analysis,5007,English,4.8,Intermediate,13,"Matt Rich, Adam Filion, Maria Gavilan-Alfonso, Isaac Bruss, Michael Reardon, Heather Gorr, Brandon Armstrong, Erin Byrne",4.9,MathWorks
"Introduction to Data, Signal, and Image Analysis with MATLAB",Data Science,Data Analysis,25984,English,4.7,Intermediate,23,Jack Noble,4.7,Vanderbilt University
Matrix Algebra for Engineers,Math and Logic,Math and Logic,89122,English,4.9,Beginner,19,Jeffrey R. Chasnov,4.8,The Hong Kong University of Science and Technology
Matrix Factorization and Advanced Techniques,Data Science,Machine Learning,15085,English,4.3,Other,15,"Joseph A Konstan, Michael D. Ekstrand",4.9,University of Minnesota
Matrix Methods,Math and Logic,Math and Logic,11799,English,4.1,Intermediate,6,Daniel Boley,3.7,University of Minnesota
《新教伦理与资本主义精神》导读,Arts and Humanities,Philosophy,9601,Chinese (Simplified),4.6,Other,10,"郁喆隽, 博士",4.7,Fudan University
MBSE: Model-Based Systems Engineering ,Physical Science and Engineering,Mechanical Engineering,26163,English,4.4,Beginner,21,"Ken English, University at Buffalo",4.4,The State University of New York
Bayesian Inference with MCMC,Data Science,Machine Learning,1862,English,3.3,Beginner,14,Dr. Srijith Rajamohan,1.7,Databricks
Bayesian Statistics: Techniques and Models,Data Science,Probability and Statistics,53588,English,4.8,Intermediate,29,Matthew Heiner,4.9,"University of California, Santa Cruz"
Meaningful Marketing Insights,Business,Marketing,32431,English,4.3,Intermediate,10,David Schweidel,4.5,Emory University
Meaningful Predictive Modeling,Data Science,Data Analysis,6002,English,4.4,Intermediate,8,"Ilkay Altintas, Julian McAuley",4.5,University of California San Diego
Measurement – Turning Concepts into Data,Data Science,Data Analysis,2544,English,4.8,Beginner,11,"Jennifer Bachner, PhD",4.9,Johns Hopkins University
Measuring and Maximizing Impact of COVID-19 Contact Tracing,Health,Public Health,66968,English,4.5,Advanced,3,"Kyra Grantz, Emily Gurley, PhD, MPH, Elizabeth C. Lee, PhD, Lucy D’Agostino McGowan, Justin Lessler, PhD, MS",4.6,Johns Hopkins University
Measuring Disease in Epidemiology,Health,Public Health,21737,English,4.7,Beginner,10,Filippos Filippidis,4.8,Imperial College London
The Meat We Eat,Physical Science and Engineering,Environmental Science and Sustainability,23414,English,4.7,Other,13,"Chad Carr, Ph.D.",4.8,University of Florida
Mécanique Lagrangienne,Physical Science and Engineering,Mechanical Engineering,6126,French,4.6,Other,21,Jean-Philippe Ansermet,4.8,École Polytechnique Fédérale de Lausanne
Mécanique de Newton,Physical Science and Engineering,Physics and Astronomy,13044,French,4.6,Other,22,Jean-Philippe Ansermet,4.8,École Polytechnique Fédérale de Lausanne
Mécanique du point matériel,Physical Science and Engineering,Physics and Astronomy,6608,French,4.8,Other,27,Jean-Philippe Ansermet,4.7,École Polytechnique Fédérale de Lausanne
Mécanique quantique,Physical Science and Engineering,Physics and Astronomy,10325,French,4.8,Intermediate,22,"Mathieu de Naurois, Manuel Joffre, Jean Dalibard, Philippe Grangier",4.8,École Polytechnique
Mécanique : Solide Indéformable,Physical Science and Engineering,Physics and Astronomy,7573,French,4.8,Other,33,"Jean-Philippe Ansermet, Paul-Salomon Ngohe-Ekam",4.7,École Polytechnique Fédérale de Lausanne
Introduction to Mechanical Engineering Design and Manufacturing with Fusion 360,Physical Science and Engineering,Mechanical Engineering,77906,English,4.8,Intermediate,6,Autodesk,4.7,Autodesk
Mechanics of Materials I: Fundamentals of Stress & Strain and Axial Loading,Physical Science and Engineering,Mechanical Engineering,124301,English,4.8,Other,17,"Dr. Wayne Whiteman, PE",4.7,Georgia Institute of Technology
材料力學一 (Mechanics of Materials (1)),Physical Science and Engineering,Mechanical Engineering,7311,Chinese (Traditional),4.9,Beginner,18,黃尹男,4.7,National Taiwan University
"Mechanics: Motion, Forces, Energy and Gravity, from Particles to Planets",Physical Science and Engineering,Physics and Astronomy,61206,English,4.7,Beginner,29,"Prof. Joe Wolfe, Mr Sebastian Fricke, Dr Elizabeth  J.  Angstmann",4.8,UNSW Sydney (The University of New South Wales)
Mechanics of Materials II: Thin-Walled Pressure Vessels and Torsion,Physical Science and Engineering,Mechanical Engineering,33544,English,4.8,Other,9,"Dr. Wayne Whiteman, PE",4.8,Georgia Institute of Technology
English for Media Literacy,Language Learning,Learning English,97488,English,4.9,Other,42,"Lauren Fiori, Ian Nichols",4.9,University of Pennsylvania
Media ethics & governance,Social Sciences,Governance and Society,22271,English,4.8,Intermediate,8,"Annemarie van Oosten, Damian Trilling, Rutger de  Graaf, Sandra Jacobs, Lotte Salome ",4.7,University of Amsterdam
Medicaid Policy & Politics,Health,Public Health,13926,English,4.6,Other,6,"Kirin Goff, Asha Devineni",4.7,University of Arizona
Medical Applications of Particle Accelerators (NPAP MOOC),Health,Research,6987,English,4.6,Beginner,7,Lars Hjorth Præstegaard,4.4,Lund University
Medical Billing and Coding Essentials,Health,Health Informatics,5588,English,4.8,Beginner,7,Barbara Westrick,4.9,MedCerts
Medical Cannabis for Pain Control ,Health,Patient Care,16381,English,4.4,Beginner,12,Elon Eisenberg ,4.8,Technion - Israel Institute of Technology
"Medical Emergencies: Airway, Breathing, and Circulation",Health,Patient Care,36195,English,4.8,Beginner,13,"Arthur Pliaconis, Whitney Barrett, MD, Kathrine Lopez, Angela Wright, MD",4.8,University of Colorado System
"Medical Emergencies: CPR, Toxicology, and Wilderness",Health,Patient Care,26294,English,4.8,Beginner,12,"Arthur Pliaconis, Whitney Barrett, MD, Kathrine Lopez, Angela Wright, MD",4.9,University of Colorado System
Medical Neuroscience,Health,Research,331986,English,4.9,Advanced,71,"Leonard E. White, Ph.D. ",4.9,Duke University
Understanding Medical Research: Your Facebook Friend is Wrong,Health,Research,86709,English,4.9,Beginner,16,F. Perry Wilson,5.0,Yale University
Medical Terminology I,Health,Basic Science,19593,English,4.9,Beginner,14,Laura S. Kabiri,4.9,Rice University
"Medical Terminology, Anatomy, and Physiology Fundamentals",Health,Basic Science,2229,English,4.7,Beginner,10,Jennifer Zabel,5.0,MedCerts
Medical Terminology and the Human Body Fundamentals,Health,Basic Science,3446,English,4.8,Beginner,10,Jennifer Zabel,4.9,MedCerts
Medical Terminology III,Health,Basic Science,4318,English,4.9,Beginner,15,Laura S. Kabiri,4.9,Rice University
Medical Terminology II,Health,Basic Science,5826,English,5.0,Beginner,16,Laura S. Kabiri,5.0,Rice University
The Cosmopolitan Medieval Arabic World,Arts and Humanities,History,21738,English,4.8,Beginner,24,Prof. dr. Petra Sijpesteijn,4.8,Universiteit Leiden
Deciphering Secrets: The Illuminated Manuscripts of Medieval Europe,Arts and Humanities,History,20602,English,4.6,Beginner,44,"Roger L Martinez, Ana B. Sanchez-Prieto",4.8,University of Colorado System
Medir y optimizar campañas de marketing en redes sociales,Business,Marketing,4516,Spanish,4.9,Beginner,8,Anke Audenaert,4.9,Meta
"The Mediterranean, a Space of Exchange (from the Renaissance to Enlightenment)",Arts and Humanities,History,18160,Spanish,4.3,Other,19,"Miquel Àngel Martínez, Claudia Taribó, Jaume Dantí, Diego Sola, Àngel Casals, Joan-Lluís Palos, Mariela Fargas, Mariàngeles Pérez Samper, Ida Mauro, Xavier Gil",4.7,Universitat de Barcelona
Agile Project Management,Business,Leadership and Management,6500,English,4.8,Beginner,18,"Christy Bozic, PhD, PMP",4.7,University of Colorado Boulder
Meeting Investors' Goals,Business,Finance,36082,English,4.8,Other,8,"University of Geneva- Rajna Gibson Brandon, University of Geneva- Philip Valta, University of Geneva- Olivier Scaillet, University of Geneva- Michel Girardin, University of Geneva- Tony Berrada, University of Geneva- Kerstin Preuschoff, University of Geneva- Jonas Demaurex",4.9,University of Geneva
Mejores Decisiones con Business Analytics,Business,Business Strategy,1679,Spanish,4.7,Beginner,9,"Álvaro Chacón, Tomás Reyes",4.1,Pontificia Universidad Católica de Chile
Melakukan Riset UX dan Uji coba Konsep Awal,Computer Science,Design and Product,13926,Indonesian,5.0,Beginner,21,Google Career Certificates,4.9,Google
Approaching Music Theory: Melodic Forms and Simple Harmony,Arts and Humanities,Music and Art,47218,English,4.7,Intermediate,22,Marc Lowenstein,5.0,California Institute of the Arts
Membuat Desain dan Purwarupa High-Fidelity di Figma,Computer Science,Design and Product,13926,Indonesian,5.0,Beginner,33,Google Career Certificates,5.0,Google
Membuat Wireframe dan Purwarupa Low-Fidelity,Computer Science,Design and Product,13926,Indonesian,5.0,Beginner,20,Google Career Certificates,5.0,Google
Memoir and Personal Essay: Managing Your Relationship with the Reader,Arts and Humanities,Music and Art,23863,English,4.3,Beginner,5,Greg Pardlo,4.6,Wesleyan University
Understanding Memory: Explaining the Psychology of Memory through Movies,Health,Psychology,114991,English,4.7,Other,8,John Seamon,4.9,Wesleyan University
مهارات تنشيط الذاكرة | Memory Enhancing Skills,Personal Development,Personal Development,13926,Arabic,4.9,Beginner,9,Alfaisal.KLD,5.0,Alfaisal University | KLD
Mempersiapkan Data untuk Eksplorasi,Data Science,Data Analysis,7726,Indonesian,4.9,Beginner,22,Google Career Certificates,4.8,Google
Memproses Data dari Kotor ke Bersih,Data Science,Data Analysis,7113,Indonesian,4.9,Beginner,22,Google Career Certificates,4.9,Google
東亞儒學：孟子二 (East Asian Confucianisms: Mencius(2)),Arts and Humanities,Philosophy,2200,Chinese (Traditional),4.7,Other,13,黃俊傑,4.7,National Taiwan University
Mendesain Pengalaman Pengguna untuk Kebaikan Sosial & Bersiap untuk Pekerjaan,Computer Science,Design and Product,13926,Indonesian,5.0,Beginner,46,Google Career Certificates,4.9,Google
Mendesain Web yang Responsif di Adobe XD,Computer Science,Design and Product,13926,Indonesian,5.0,Beginner,39,Google Career Certificates,5.0,Google
Menganalisis Data untuk Menjawab Pertanyaan,Data Science,Data Analysis,6733,Indonesian,4.9,Beginner,26,Google Career Certificates,4.8,Google
The Social Context of Mental Health and Illness,Social Sciences,Governance and Society,51748,English,4.7,Other,14,Charmaine Williams,4.9,University of Toronto
Chronically Ill in an Emergency: Why Mental Health Matters,Health,Public Health,13926,English,4.7,Other,9,"Bishal Gyawali, Dr. Ajay Risal, University of Copenhagen, Wietse A. Tol, PhD, Carla Satie Kamitsuji, Aebischer Perone Sigiriya, Siri Tellier, Danish Red Cross, Saria Hassan, Anouk Boschma",4.2,Reference Centre for Psychosocial Support
"Cannabis, Mental Health, and Brain Disorders",Health,Public Health,9908,English,4.7,Beginner,14,Kent Hutchison ,4.5,University of Colorado Boulder
Mentalidad Emprendedora,Business,Entrepreneurship,10140,Spanish,4.8,Advanced,28," Luis Antonio Marquez Heine, Fernando Andrés Moya Dávila",4.8,Tecnológico de Monterrey
Mentaliser : de la théorie à l’intervention clinique,Health,Psychology,6091,French,4.9,Beginner,17,"Martin Debbané, Nader Perroud, Paco Prada, Mario Speranza",4.8,University of Geneva
Contratación y mercado digital. Aspectos legales y otras cuestiones de interés,Social Sciences,Law,8726,Spanish,4.5,Beginner,9,"Carles Górriz López, Susana Navas Navarro, Sandra Camacho Clavijo, Santiago Robert Guillen",4.6,Universitat Autònoma de Barcelona
Introducción al mercado,Business,Business Essentials,23161,Spanish,4.7,Other,12,Samira Barbosa Velázquez,4.8,Universidad Nacional Autónoma de México
"Requerimientos, planeación, ejecución y medición de estrategias para redes sociales",Business,Marketing,31798,Spanish,4.5,Other,19,"María de los Angeles Ramos Solano , José Antonio Cano Chambonnet",4.6,Tecnológico de Monterrey
Finance of Mergers and Acquisitions: Designing an M&A Deal,Business,Finance,6920,English,4.6,Intermediate,20,Heitor Almeida,4.5,University of Illinois at Urbana-Champaign
Finance of Mergers and Acquisitions: Valuation and Pricing,Business,Finance,17159,English,4.8,Intermediate,17,Heitor Almeida,4.8,University of Illinois at Urbana-Champaign
The Merkle Tree and Cryptocurrencies,Computer Science,Algorithms,4211,English,4.8,Beginner,8,Stefano M. Stefan,4.7,"University of California, Irvine"
Front-End Developer Capstone ,Computer Science,Mobile and Web Development,37072,English,4.6,Intermediate,27,Taught by Meta Staff,4.5,Meta
Meta Marketing Science Certification Exam,Business,Marketing,4624,English,4.8,Beginner,1,Anke Audenaert,4.9,Meta
Programming Fundamentals in Kotlin,Computer Science,Mobile and Web Development,12662,English,4.7,Beginner,25,Taught by Meta Staff,4.8,Meta
Working with Data,Computer Science,Mobile and Web Development,4185,English,4.9,Intermediate,20,Taught by Meta Staff,4.7,Meta
Metabolic Makeover,Health,Nutrition,2674,English,4.7,Intermediate,2,NASM Faculty,5.0,National Academy of Sports Medicine
Metagenomics applied to surveillance of pathogens and antimicrobial resistance,Health,Basic Science,14715,English,4.7,Other,15,"Sünje Johanna Pamp, Patrick Munk, Valeria Bortolaia, Tine Hald, Pimlapas Leekitcharoenphon, Liese Van Gompel, Ana Sofia Ribeiro Duarte ",4.6,Technical University of Denmark (DTU)
Metaliteracy: Empowering Yourself in a Connected World,Personal Development,Personal Development,5090,English,4.1,Beginner,4,"""Kelsey OBrien"", Dr. Michele Forte, Professor Trudi Jacobson, Dr. Thomas P. Mackey",4.4,The State University of New York
Introduction to Meteor.js Development  ,Computer Science,Mobile and Web Development,44082,English,4.6,Other,25,"Dr Matthew Yee-King, University of London",4.7,"Goldsmiths, University of London"
Strategies for winning. Meteorology in a round the world regatta ,Physical Science and Engineering,Physics and Astronomy,5157,English,4.5,Other,19,"Universitat de Barcelona, Tomàs Molina",4.8,Fundació Navegació Oceànica Barcelona
