name,field,enrollment,language,rating,level,duration,description,skill,instructor,offered by
Introducción al Aprendizaje Profundo,Data Science > Data Analysis,"2,756 already enrolled",Taught in Spanish,,Beginner level,Approx. 7 hours to complete,Interpretar qué es el aprendizaje profundoEvaluar por qué usar técnicas de aprendizaje profundo y cuándo usarloConstruir y entrenar una regresión logística para un problema de clasificaciónConstruir y entrenar una red neuronal completamente conectada para un problema de clasificación,,"None {'Rafael Crescenzi', 'Pablo Alejandro Albani'}",Universidad Austral
Pre-Calculus,Math and Logic > Math and Logic,"86,350 already enrolled",Taught in Spanish,4.7,Beginner level,Approx. 47 hours to complete,None,"Logarithmic Integral Function, Derivative, Problem Solving, Integral, Integral Calculus","4.8  {'Jaume Pujol', 'Mercè Villanueva'}",Universitat Autònoma de Barcelona
Introducción al Desarrollo de Software,Computer Science > Software Development,,Taught in Spanish,,Beginner level,5 hours (approximately),None,"Conocimiento introductorio de UML para modelar software, Comparación de los modelos de ciclo de vida más utilizados para desarrollar software, Identificación de los procesos involucrados en un proyecto de construcción de software, Comprensión de las características de la construcción de software, Utilización de la terminología estándar del desarrollo de software",None {'Dr. José Antonio Pow Sang Portillo'},Pontificia Universidad Católica del Perú
Introducción al mantenimiento de activos físicos,Physical Science and Engineering > Mechanical Engineering,,Taught in Spanish,4.9,Beginner level,Approx. 25 hours to complete,"Identificar los diferentes elementos del mantenimiento en contextos prácticos.     Contrastar indicadores técnicos y económicos relacionados al mantenimiento de activos físicos.Seleccionar tareas y tipos de mantenimiento sustentándose en criterios técnicos y económicos. Diferenciar alcances, conceptos y contextos de aplicación de la gestión de activos físicos y de la gestión de mantenimiento.","Tomar decisiones sustentándose en el costo de ciclo de vida en inversiones de capital con respecto a la adquisición y disposición de activos físicos, Seleccionar tareas de mantenimiento de remplazo o reparación sustentándose en criterios técnicos y económicos, Convertir indicadores técnicos en un indicador económico: el costo de indisponibilidad por fallo, Cuantificar el costo del ciclo de vida en escenarios simples, Calcular indicadores básicos de mantenimiento cuáles tiempo promedio operativo - frecuencia de falla - tiempo promedio fuera de servicio y disponibilidad",4.9  {'Giacomo Barbieri'},Universidad de los Andes
Introducción al marketing en redes sociales,Business > Marketing,"13,582 already enrolled",Taught in Spanish,4.9,Beginner level,14 hours (approximately),"Comprender el panorama del marketing tradicional, digital y en redes socialesComprender las principales plataformas de redes sociales, su funcionamiento y la función que cumplen en el marketingCrear objetivos SMART, identificar KPI, y definir el público objetivo y el recorrido del clienteElegir las plataformas de redes sociales correctas y crear políticas de redes sociales","Customer Experience, Marketing, Audience, Social Media Platforms",4.9  {'Anke Audenaert'},Meta
Introducción al procesamiento de lenguaje natural,Data Science > Machine Learning,"2,656 already enrolled",Taught in Spanish,4.5,Beginner level,Approx. 13 hours to complete,Entender los rudimentos básicos del Procesamiento de Lenguaje NaturalGenerar clasificaciones de texto en forma automáticaEvaluar el sentimiento de un texto en forma automáticaExtraer información de un texto en forma automática,"encadenamiento de tareas, análisis de sentimiento, clasificación de texto, extracción de información, procesamiento de lenguaje natural",4.5  {'Hernán Daniel Merlino'},Universidad Austral
Introducción al Arte Sonoro,Arts and Humanities > Music and Art,"9,079 already enrolled",Taught in Spanish,4.8,Beginner level,Approx. 6 hours to complete,None,,"4.7  {'Josep Manuel Berenguer', 'Martí Ruiz Carulla', 'Josep Cerdà'}",Universitat de Barcelona
Introducción a la ciencia de datos aplicada,Data Science > Data Analysis,"8,619 already enrolled",Taught in Spanish,4.7,Beginner level,19 hours (approximately),Identificar los aspectos fundamentales de los proyectos de ciencia de datos y la metodología ASUM-DM para proyectos de ciencia de datos Hacer uso de la estadística descriptiva y exploratoria univariada a través de la herramienta Jupyter Notebook para entender datos y resultadosHacer uso de la estadística bivariada para realizar análisis que involucran más de una variable con el fin de validar hipótesis,"Exploración de oportunidades analíticas de negocio y la metodología a implementar en este tipo de proyectos, validar las primeras hipótesis de negocio a través del uso de estadística descriptiva y exploratoria; estadística bivariada y ANOVA, identificar los aspectos fundamentales de los proyectos de ciencia de datos","4.6  {'Harry Cristhian Torres Moreno ', 'John Calvo Martínez'}",Universidad de los Andes
Introducción al desarrollo web,Computer Science > Software Development,"15,373 already enrolled",Taught in Spanish,4.6,Beginner level,Approx. 14 hours to complete,"Identificar los elementos principales de una página web.Usar las etiquetas de HTML para la creación de títulos, párrafos, enlaces, imágenes, tablas y formularios, y para la modificación del encabezado.Identificar los selectores de CSS para modificar la presentación de una página web.Reconocer y usar los componentes Bootstrap como menús de navegación, tarjetas y acordeones. ","Utilización decomponentes de Bootstrap, Creación de una página web básica, Utilización de selectores CSS, Utilización de HTML",4.6  {'José Bocanegra'},Universidad de los Andes
Introducción a Java,Computer Science > Software Development,"156,247 already enrolled",Taught in Spanish,4.1,Beginner level,Approx. 29 hours to complete,None,,4.2  {'Elisa Viso Gurovich'},Universidad Nacional Autónoma de México
Introducción a la programación orientada a objetos en Java,Computer Science > Software Development,"61,187 already enrolled",Taught in Spanish,4.6,Beginner level,Approx. 73 hours to complete,"  Entender los conceptos básicos de programación orientada a objetos e implementarlos en lenguaje Java.  Construir interfaces gráficas de usuario amigables, estructuradas y fáciles de mantener.    Utilizar e implementar algoritmos iterativos sobre colecciones de elementos.  Implementar, adaptar, utilizar y depurar algunos de los algoritmos iterativos de ordenamiento clásicos sobre estructuras de datos lineales.  ","Pensamiento computacional, Abstracción, Programación, Diseño de software","4.8  {'Álvaro Andrés Gómez D’Alleman', 'Marcela Hernández Hoyos', 'Juan Pablo Reyes Gómez'}",Universidad de los Andes
Introducción a la programación con Python,Computer Science > Software Development,"46,695 already enrolled",Taught in Spanish,4.6,Beginner level,16 hours (approximately),Comprender los conceptos básicos de programación.  Entender cómo la computadora interpreta el código.  Crear tus propios scripts en Python y ejecutarlos (tanto los propios como los de otras personas).  Leer e interpretar código básico escrito en Python.  ,"Basic Programming Language, Python Implementations, Computer Programming, Python Programming",4.5  {'Agustin Olmedo'},Universidad Austral
Introducción a la estrategia,Business > Business Essentials,"27,155 already enrolled",Taught in Spanish,4.8,,12 hours (approximately),None,,4.8  {'Norman Wolf del Valle'},Universidad Nacional Autónoma de México
Introducing Model-Driven Programmability,Information Technology > Networking,,Taught in English,,Intermediate level,2 hours (approximately),None,"Yang, RESTCONF, Netconf, Representational State Transfer (REST), ncclient",None {'Cisco Learning & Certifications'},Cisco Learning and Certifications
Introducing z/OS UNIX System Services,Information Technology > Data Management,,Taught in English,,Intermediate level,Approx. 12 hours to complete,Explain major functions provided in z/OS UNIXUse the two interactive interfaces available to access the services,,None {'Martin Keen'},IBM 
Introduction to Advanced Vibrations,Physical Science and Engineering > Mechanical Engineering,"7,523 already enrolled",Taught in English,4.8,Intermediate level,Approx. 13 hours to complete,None,,4.6  {'Yang-Hann Kim'},Korea Advanced Institute of Science and Technology(KAIST)
Introduction to Basic Vibrations,Physical Science and Engineering > Mechanical Engineering,"14,296 already enrolled",Taught in English,4.6,Intermediate level,Approx. 6 hours to complete,None,,4.5  {'Yang-Hann Kim'},Korea Advanced Institute of Science and Technology(KAIST)
Introduction to Blockchain Technologies,Business > Business Essentials,"70,523 already enrolled",Taught in English,4.7,Beginner level,28 hours (approximately),"The limitations of the Internet for business and economic activity, and how trust is established in a pre- and post-blockchain worldTerms such as miner, hash, nonce, proof-of-work, and public key cryptography, as well as the steps of a blockchain transactionSeven design principles for blockchain technologyTen challenges associated with implementing blockchain technology",,"4.8  {'Don Tapscott', 'Alex Tapscott'}",INSEAD
"Introduction to CAD, CAM, and Practical CNC Machining",Physical Science and Engineering > Mechanical Engineering,"32,598 already enrolled",Taught in English,4.8,Advanced level,19 hours (approximately),Explain the CAD design process as applied to prismatic parts. Summarize the workflow of digital manufacturing.Demonstrate knowledge and skills in basic Fusion 360 CAM.Recall foundational knowledge of practical CNC machining.,"Computer-Aided Manufacturing, Computer-Aided Design (CAD), Mechanical Engineering, Autodesk Fusion 360, Manufacturing Process Management",4.7  {'Autodesk'},Autodesk
Introduction to Clinical Data,Data Science > Data Analysis,"16,453 already enrolled",Taught in English,4.6,Beginner level,11 hours (approximately),How to apply a framework for medical data miningEthical use of data in healthcare decisionsHow to make use of data that may be inaccurate in systematic waysWhat makes a good research question and how to construct a data mining workflow answer it,,"4.7  {'Nigam Shah', 'David Magnus', 'Steven Bagley'}",Stanford University
